Order_ID,Order_Date,Customer_ID,Product_ID,Quantity,Unit_Price,Discount,Region,Sales_Channel,Payment_Method
ORD00895,2026-02-15,C0078,P103,7,153.17,0.0,South,Store,UPI
ORD00616,2026-02-15,C0044,P103,1,164.45,0.05,East,Online,Net Banking
ORD00231,2026-02-15,C0160,P108,7,100.04,0.1,West,Store,Net Banking
ORD00576,2026-02-16,C0028,P106,4,43.73,0.15,West,Store,UPI
ORD00240,2026-02-16,C0077,P108,6,103.89,0.05,East,Online,UPI
ORD00259,2026-02-16,C0074,P113,1,2685.08,0.0,West,Store,Card
ORD00972,2026-02-16,C0158,P104,5,790.03,0.1,West,Store,Cash
ORD00554,2026-02-16,C0087,P110,5,1240.01,0.05,East,Online,Card
ORD00998,2026-02-16,C0150,P102,7,412.21,0.1,East,Store,UPI
ORD00398,2026-02-16,C0033,P106,6,49.9,0.15,North,Store,UPI
ORD00543,2026-02-16,C0125,P109,6,364.03,0.2,West,Store,Net Banking
ORD00051,2026-02-16,C0170,P118,6,9510.08,0.15,North,Online,Net Banking
ORD00138,2026-02-16,C0122,P105,5,1149.38,0.1,South,Online,UPI
ORD00800,2026-02-16,C0196,P111,6,627.09,0.05,West,Store,Net Banking
ORD00248,2026-02-17,C0017,P112,1,2044.84,0.05,North,Store,Cash
ORD00706,2026-02-18,C0073,P103,2,182.21,0.1,South,Store,Net Banking
ORD00691,2026-02-18,C0033,P114,2,274.39,0.15,North,Online,UPI
ORD00966,2026-02-18,C0077,P113,5,2263.54,0.05,North,Online,Card
ORD00678,2026-02-18,C0171,P114,2,248.19,0.05,West,Store,Card
ORD00437,2026-02-18,C0119,P113,7,2557.43,0.1,North,Store,UPI
ORD00127,2026-02-19,C0003,P102,6,405.26,0.0,West,Store,Cash
ORD00152,2026-02-19,C0073,P103,4,176.24,0.05,East,Online,UPI
ORD00168,2026-02-20,C0009,P110,6,1372.5,0.0,South,Online,UPI
ORD00107,2026-02-20,C0088,P104,3,917.62,0.1,South,Online,Net Banking
ORD00607,2026-02-20,C0118,P115,2,2539.13,0.0,East,Store,Card
ORD00901,2026-02-20,C0035,P103,4,175.75,0.0,South,Online,UPI
ORD00760,2026-02-20,C0048,P113,5,2489.59,0.0,North,Online,Cash
ORD00215,2026-02-20,C0089,P108,2,95.79,0.0,West,Online,Card
ORD00161,2026-02-21,C0123,P117,5,34.0,0.15,West,Store,Card
ORD00635,2026-02-22,C0059,P102,7,384.79,0.05,East,Store,Cash
ORD00817,2026-02-22,C0090,P114,6,245.3,0.1,North,Store,Card
ORD00885,2026-02-22,C0149,P111,4,635.29,0.05,West,Online,UPI
ORD00096,2026-02-22,C0140,P119,5,542.73,0.1,East,Online,Card
ORD00183,2026-02-22,C0060,P105,4,1231.53,0.1,North,Store,UPI
ORD00501,2026-02-22,C0059,P107,5,73.45,0.1,North,Online,Net Banking
ORD00917,2026-02-23,C0042,P101,3,1014.78,0.1,East,Online,UPI
ORD00130,2026-02-23,C0005,P110,1,1305.05,0.05,South,Online,UPI
ORD00002,2026-02-23,C0199,P116,5,488.86,0.1,North,Online,Cash
ORD00898,2026-02-23,C0153,P106,3,51.3,0.1,East,Online,Card
ORD00756,2026-02-23,C0003,P104,7,849.24,0.1,West,Online,Net Banking
ORD00971,2026-02-24,C0190,P116,1,502.0,0.15,South,Online,UPI
ORD00628,2026-02-24,C0020,P111,5,678.24,0.1,North,Store,UPI
ORD00730,2026-02-24,C0088,P112,4,1969.97,0.0,South,Store,UPI
ORD00742,2026-02-24,C0093,P108,6,101.77,0.05,North,Online,Card
ORD00781,2026-02-24,C0021,P108,4,96.07,0.05,West,Store,UPI
ORD00919,2026-02-24,C0167,P115,3,2309.73,0.0,West,Store,UPI
ORD00084,2026-02-24,C0190,P102,4,411.4,0.0,East,Online,UPI
ORD00355,2026-02-24,C0027,P117,5,32.51,0.15,East,Online,Card
ORD00261,2026-02-25,C0156,P114,2,217.59,0.15,North,Online,UPI
ORD00274,2026-02-25,C0145,P115,1,2151.03,0.0,West,Online,UPI
ORD00055,2026-02-25,C0141,P110,4,1068.11,0.1,North,Online,Card
ORD00924,2026-02-25,C0131,P103,3,181.28,0.0,South,Online,Cash
ORD00244,2026-02-25,C0013,P114,7,241.05,0.15,East,Online,Card
ORD00877,2026-02-26,C0164,P103,2,176.95,0.05,North,Store,Cash
ORD00639,2026-02-26,C0012,P107,4,78.4,0.05,East,Store,UPI
ORD00970,2026-02-26,C0106,P113,6,2603.7,0.1,South,Store,UPI
ORD00135,2026-02-26,C0009,P118,7,7794.98,0.05,South,Store,Card
ORD00750,2026-02-26,C0200,P120,3,404.56,0.05,North,Store,UPI
ORD00624,2026-02-26,C0114,P116,5,510.44,0.0,South,Online,UPI
ORD00827,2026-02-28,C0071,P112,6,1771.84,0.1,West,Online,UPI
ORD00073,2026-02-28,C0084,P104,4,914.52,0.05,North,Online,Net Banking
ORD00335,2026-02-28,C0166,P107,4,79.09,0.1,East,Store,Card
ORD00993,2026-02-28,C0121,P119,5,599.35,0.15,East,Online,Cash
ORD00464,2026-03-01,C0134,P105,4,1348.75,0.1,East,Online,Net Banking
ORD00590,2026-03-01,C0195,P105,7,1348.72,0.1,West,Online,UPI
ORD00026,2026-03-01,C0152,P105,6,1329.28,0.1,West,Online,Card
ORD00456,2026-03-01,C0062,P115,1,2404.32,0.05,North,Online,Net Banking
ORD00213,2026-03-02,C0107,P117,7,34.42,0.1,South,Store,Cash
ORD00946,2026-03-02,C0044,P113,3,2737.87,0.05,North,Online,Cash
ORD00249,2026-03-02,C0104,P119,7,631.9,0.1,South,Online,UPI
ORD00222,2026-03-02,C0188,P104,6,830.8,0.1,South,Store,UPI
ORD00974,2026-03-03,C0055,P105,4,1251.3,0.0,West,Online,UPI
ORD00474,2026-03-03,C0014,P104,4,900.91,0.15,South,Online,UPI
ORD00351,2026-03-03,C0093,P102,6,373.4,0.05,North,Online,Card
ORD00702,2026-03-03,C0194,P101,2,826.2,0.05,East,Store,Net Banking
ORD00377,2026-03-03,C0166,P104,3,1000.45,0.2,North,Online,UPI
ORD00439,2026-03-03,C0049,P112,1,1825.09,0.0,West,Online,Cash
ORD00688,2026-03-04,C0089,P120,2,401.27,0.05,South,Online,UPI
ORD00070,2026-03-04,C0158,P102,6,355.02,0.0,East,Online,UPI
ORD00492,2026-03-04,C0044,P105,2,1248.6,0.05,West,Store,Cash
ORD00425,2026-03-04,C0116,P112,4,2169.43,0.0,North,Online,UPI
ORD00725,2026-03-04,C0023,P105,7,1311.21,0.0,West,Online,Card
ORD00626,2026-03-04,C0130,P105,4,1300.54,0.05,West,Store,UPI
ORD00247,2026-03-04,C0113,P120,4,364.5,0.05,South,Online,UPI
ORD00644,2026-03-04,C0050,P108,5,109.72,0.1,South,Store,UPI
ORD00671,2026-03-04,C0005,P108,3,116.62,0.1,North,Online,Cash
ORD00402,2026-03-05,C0011,P119,3,563.21,0.1,South,Store,Net Banking
ORD00331,2026-03-05,C0131,P103,7,161.75,0.05,East,Online,Card
ORD00454,2026-03-05,C0178,P111,7,664.67,0.1,North,Store,UPI
ORD00896,2026-03-05,C0077,P113,1,2692.33,0.1,South,Store,Card
ORD00457,2026-03-05,C0084,P116,3,537.5,0.0,South,Store,UPI
ORD00424,2026-03-06,C0077,P114,2,270.43,0.15,West,Store,Net Banking
ORD00749,2026-03-06,C0099,P119,7,617.28,0.15,North,Online,UPI
ORD00062,2026-03-06,C0029,P116,3,502.26,0.05,South,Store,UPI
ORD00533,2026-03-07,C0098,P120,6,433.99,0.05,North,Online,Card
ORD00144,2026-03-07,C0062,P111,3,607.91,0.0,West,Online,Card
ORD00365,2026-03-07,C0060,P104,4,781.82,0.2,West,Online,UPI
ORD00310,2026-03-08,C0116,P109,3,382.32,0.15,South,Store,UPI
ORD00509,2026-03-08,C0097,P117,4,33.14,0.0,North,Online,Card
ORD00751,2026-03-08,C0110,P108,5,95.31,0.05,North,Online,Card
ORD00759,2026-03-08,C0072,P112,2,1953.18,0.2,South,Online,Card
ORD00391,2026-03-09,C0082,P110,5,1291.8,0.1,West,Online,Card
ORD00596,2026-03-09,C0076,P105,4,1358.27,0.0,South,Online,Cash
ORD00308,2026-03-09,C0157,P116,1,497.72,0.1,South,Store,Card
ORD00555,2026-03-09,C0042,P120,7,428.94,0.05,West,Online,Card
ORD00180,2026-03-10,C0146,P105,5,1213.95,0.0,North,Store,Card
ORD00567,2026-03-10,C0125,P106,3,41.45,0.1,North,Store,UPI
ORD00923,2026-03-10,C0164,P118,1,7807.4,0.0,East,Online,UPI
ORD00438,2026-03-10,C0172,P106,5,49.25,0.15,West,Store,Net Banking
ORD00856,2026-03-11,C0010,P115,7,2263.89,0.15,South,Online,UPI
ORD00225,2026-03-11,C0045,P109,6,346.09,0.0,East,Online,Card
ORD00388,2026-03-11,C0021,P116,5,424.13,0.0,South,Online,Cash
ORD00345,2026-03-11,C0015,P114,7,217.64,0.1,South,Store,UPI
ORD00692,2026-03-12,C0001,P109,5,295.49,0.15,North,Store,Cash
ORD00600,2026-03-13,C0133,P106,3,47.63,0.1,North,Store,Card
ORD00755,2026-03-13,C0009,P119,3,612.45,0.0,South,Store,Net Banking
ORD00119,2026-03-13,C0063,P105,6,1267.73,0.05,West,Online,Net Banking
ORD00459,2026-03-13,C0111,P110,7,1330.89,0.05,East,Store,Card
ORD00482,2026-03-13,C0147,P107,5,71.3,0.2,North,Store,Cash
ORD00238,2026-03-14,C0100,P115,7,2446.92,0.1,West,Store,UPI
ORD00940,2026-03-14,C0160,P117,7,38.59,0.2,South,Store,UPI
ORD00427,2026-03-14,C0150,P104,6,864.33,0.1,North,Online,Card
ORD00570,2026-03-15,C0084,P108,3,114.17,0.0,North,Online,Card
ORD00176,2026-03-15,C0072,P115,4,2292.34,0.15,East,Store,UPI
ORD00969,2026-03-15,C0055,P117,1,30.47,0.0,East,Online,Card
ORD00785,2026-03-15,C0047,P113,1,2467.62,0.1,West,Online,UPI
ORD00537,2026-03-15,C0164,P105,3,1080.37,0.1,North,Store,Card
ORD00010,2026-03-15,C0117,P118,3,9555.45,0.0,West,Store,Card
ORD00647,2026-03-16,C0039,P115,5,2766.48,0.05,West,Online,UPI
ORD00349,2026-03-16,C0174,P120,6,363.9,0.1,South,Online,Net Banking
ORD00855,2026-03-16,C0015,P119,1,667.97,0.15,West,Online,Net Banking
ORD00368,2026-03-16,C0148,P118,4,9319.89,0.0,North,Online,Card
ORD00145,2026-03-16,C0145,P120,2,406.84,0.0,West,Store,Card
ORD00870,2026-03-17,C0019,P109,7,348.37,0.05,North,Store,UPI
ORD00449,2026-03-17,C0160,P101,5,941.71,0.05,East,Online,UPI
ORD00556,2026-03-17,C0172,P106,6,46.71,0.05,South,Online,Card
ORD00408,2026-03-18,C0121,P105,4,1155.11,0.15,West,Online,UPI
ORD00267,2026-03-19,C0148,P111,5,680.18,0.0,North,Online,UPI
ORD00443,2026-03-19,C0123,P111,7,684.86,0.1,South,Store,Net Banking
ORD00769,2026-03-19,C0048,P106,4,44.71,0.1,East,Online,Card
ORD00234,2026-03-19,C0158,P116,3,517.36,0.1,East,Store,Cash
ORD00472,2026-03-19,C0188,P101,5,858.4,0.2,South,Online,Card
ORD00715,2026-03-19,C0068,P114,3,252.32,0.0,North,Store,Net Banking
ORD00103,2026-03-19,C0039,P116,6,434.0,0.1,East,Online,UPI
ORD00370,2026-03-20,C0015,P117,4,30.11,0.0,North,Online,Card
ORD00156,2026-03-20,C0098,P110,3,1259.33,0.05,North,Store,Cash
ORD00380,2026-03-20,C0063,P115,1,2406.51,0.05,North,Store,UPI
ORD00165,2026-03-20,C0153,P102,5,414.14,0.1,North,Store,UPI
ORD00975,2026-03-21,C0144,P109,6,328.64,0.05,North,Store,UPI
